ui_file	line	function	page	visible_label	section	control_type	db_key_or_helper	values_min_max_step	apply_helper	registry_key	status	reason
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	154	SectionColumns	gameplay	Combat Enter/Leave	Combat Enter/Leave	toggle	enableCombatStateText		ApplyGameplay	gameplay.enableCombatStateText	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	155	SectionColumns	gameplay	Lock position	Combat Enter/Leave	toggle	lockCombatState		ApplyGameplay	gameplay.lockCombatState	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	156	SectionColumns	gameplay	Enter text	Combat Enter/Leave	textinput				gameplay.combatStateEnterText	registered	Matched combat enter text input to gameplay string setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	157	SectionColumns	gameplay	Leave text	Combat Enter/Leave	textinput			ApplyGameplay	gameplay.combatStateLeaveText	registered	Matched combat leave text input to gameplay string setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	158	SectionColumns	gameplay	Text size	Combat Enter/Leave	slider	combatStateFontSize	min=10;max=64;step=1	ApplyGameplay	gameplay.combatStateFontSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	159	SectionColumns	gameplay	Duration (s)	Combat Enter/Leave	slider	combatStateDuration	min=0.5;max=5.0;step=0.5	ApplyGameplay	gameplay.combatStateDuration	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	160	SectionColumns	gameplay	X offset	Combat Enter/Leave	slider	combatStateOffsetX	min=-800;max=800;step=1	ApplyGameplay	gameplay.combatStateOffsetX	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	161	SectionColumns	gameplay	Y offset	Combat Enter/Leave	slider	combatStateOffsetY	min=-800;max=800;step=1	ApplyGameplay	gameplay.combatStateOffsetY	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	165	SectionColumns	gameplay	Combat Enter/Leave	Combat Enter/Leave	toggle	enableCombatStateText		ApplyGameplay	gameplay.enableCombatStateText	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	166	SectionColumns	gameplay	Lock position	Combat Enter/Leave	toggle	lockCombatState		ApplyGameplay	gameplay.lockCombatState	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	167	SectionColumns	gameplay	Enter text	Combat Enter/Leave	textinput				gameplay.combatStateEnterText	registered	Matched combat enter text input to gameplay string setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	168	SectionColumns	gameplay	Leave text	Combat Enter/Leave	textinput			ApplyGameplay	gameplay.combatStateLeaveText	registered	Matched combat leave text input to gameplay string setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	169	SectionColumns	gameplay	Text size	Combat Enter/Leave	slider	combatStateFontSize	min=10;max=64;step=1	ApplyGameplay	gameplay.combatStateFontSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	170	SectionColumns	gameplay	Duration (s)	Combat Enter/Leave	slider	combatStateDuration	min=0.5;max=5.0;step=0.5	ApplyGameplay	gameplay.combatStateDuration	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	171	SectionColumns	gameplay	X offset	Combat Enter/Leave	slider	combatStateOffsetX	min=-800;max=800;step=1	ApplyGameplay	gameplay.combatStateOffsetX	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	172	SectionColumns	gameplay	Y offset	Combat Enter/Leave	slider	combatStateOffsetY	min=-800;max=800;step=1	ApplyGameplay	gameplay.combatStateOffsetY	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	211	SectionColumns	gameplay	Blizzard TotemFrame	Class-specific toggles	toggle	enablePlayerTotems		ApplyGameplay	gameplay.enablePlayerTotems	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	212	SectionColumns	gameplay	Preview	Class-specific toggles	button				preview_player_totems	registered	Matched TotemFrame preview button to Assistant preview action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	214	SectionColumns	gameplay	Reset TotemFrame layout	Class-specific toggles	button			ApplyGameplay	reset_player_totems_layout	registered	Matched TotemFrame reset button to Assistant reset action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	217	SectionColumns	gameplay	Icon size	Class-specific toggles	slider	playerTotemsIconSize	min=8;max=64;step=1	ApplyGameplay	gameplay.playerTotemsIconSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	218	SectionColumns	gameplay	X offset	Class-specific toggles	slider	playerTotemsOffsetX	min=-200;max=200;step=1	ApplyGameplay	gameplay.playerTotemsOffsetX	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	219	SectionColumns	gameplay	Y offset	Class-specific toggles	slider	playerTotemsOffsetY	min=-200;max=200;step=1	ApplyGameplay	gameplay.playerTotemsOffsetY	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	220	SectionColumns	gameplay	From	Class-specific toggles	dropdown	playerTotemsAnchorFrom	frameAnchors	ApplyGameplay	gameplay.playerTotemsAnchorFrom	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	221	SectionColumns	gameplay	To	Class-specific toggles	dropdown	playerTotemsAnchorTo	frameAnchors	ApplyGameplay	gameplay.playerTotemsAnchorTo	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	226	SectionColumns	gameplay	First Dance tracker	Class-specific toggles	toggle	enableFirstDanceTimer		ApplyGameplay	gameplay.enableFirstDanceTimer	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	227	SectionColumns	gameplay	Lock position	Class-specific toggles	toggle	lockFirstDance		ApplyGameplay	gameplay.lockFirstDance	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	228	SectionColumns	gameplay	Click-through (ALT to drag when unlocked)	Class-specific toggles	toggle	firstDanceClickThrough		ApplyGameplay	gameplay.firstDanceClickThrough	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	229	SectionColumns	gameplay	Show as icon with cooldown swipe	Class-specific toggles	toggle	firstDanceShowIcon		ApplyGameplay	gameplay.firstDanceShowIcon	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	230	SectionColumns	gameplay	Keep visible when ready (hide on combat enter)	Class-specific toggles	toggle	firstDanceShowReady		ApplyGameplay	gameplay.firstDanceShowReady	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	231	SectionColumns	gameplay	Icon size	Class-specific toggles	slider	firstDanceIconSize	min=16;max=96;step=1	ApplyGameplay	gameplay.firstDanceIconSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	232	SectionColumns	gameplay	X offset	Class-specific toggles	slider	firstDanceOffsetX	min=-800;max=800;step=1	ApplyGameplay	gameplay.firstDanceOffsetX	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	233	SectionColumns	gameplay	Y offset	Class-specific toggles	slider	firstDanceOffsetY	min=-800;max=800;step=1	ApplyGameplay	gameplay.firstDanceOffsetY	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	239	SectionColumns	gameplay	Blizzard TotemFrame	Class-specific toggles	toggle	enablePlayerTotems		ApplyGameplay	gameplay.enablePlayerTotems	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	240	SectionColumns	gameplay	Preview	Class-specific toggles	button				preview_player_totems	registered	Matched TotemFrame preview button to Assistant preview action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	242	SectionColumns	gameplay	Reset TotemFrame layout	Class-specific toggles	button			ApplyGameplay	reset_player_totems_layout	registered	Matched TotemFrame reset button to Assistant reset action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	245	SectionColumns	gameplay	Icon size	Class-specific toggles	slider	playerTotemsIconSize	min=8;max=64;step=1	ApplyGameplay	gameplay.playerTotemsIconSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	246	SectionColumns	gameplay	X offset	Class-specific toggles	slider	playerTotemsOffsetX	min=-200;max=200;step=1	ApplyGameplay	gameplay.playerTotemsOffsetX	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	247	SectionColumns	gameplay	Y offset	Class-specific toggles	slider	playerTotemsOffsetY	min=-200;max=200;step=1	ApplyGameplay	gameplay.playerTotemsOffsetY	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	248	SectionColumns	gameplay	From	Class-specific toggles	dropdown	playerTotemsAnchorFrom	frameAnchors	ApplyGameplay	gameplay.playerTotemsAnchorFrom	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	249	SectionColumns	gameplay	To	Class-specific toggles	dropdown	playerTotemsAnchorTo	frameAnchors	ApplyGameplay	gameplay.playerTotemsAnchorTo	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	254	SectionColumns	gameplay	First Dance tracker	Class-specific toggles	toggle	enableFirstDanceTimer		ApplyGameplay	gameplay.enableFirstDanceTimer	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	255	SectionColumns	gameplay	Lock position	Class-specific toggles	toggle	lockFirstDance		ApplyGameplay	gameplay.lockFirstDance	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	256	SectionColumns	gameplay	Click-through (ALT to drag when unlocked)	Class-specific toggles	toggle	firstDanceClickThrough		ApplyGameplay	gameplay.firstDanceClickThrough	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	257	SectionColumns	gameplay	Show as icon with cooldown swipe	Class-specific toggles	toggle	firstDanceShowIcon		ApplyGameplay	gameplay.firstDanceShowIcon	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	258	SectionColumns	gameplay	Keep visible when ready (hide on combat enter)	Class-specific toggles	toggle	firstDanceShowReady		ApplyGameplay	gameplay.firstDanceShowReady	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	259	SectionColumns	gameplay	Icon size	Class-specific toggles	slider	firstDanceIconSize	min=16;max=96;step=1	ApplyGameplay	gameplay.firstDanceIconSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	260	SectionColumns	gameplay	X offset	Class-specific toggles	slider	firstDanceOffsetX	min=-800;max=800;step=1	ApplyGameplay	gameplay.firstDanceOffsetX	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	261	SectionColumns	gameplay	Y offset	Class-specific toggles	slider	firstDanceOffsetY	min=-800;max=800;step=1	ApplyGameplay	gameplay.firstDanceOffsetY	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	299	SectionColumns	gameplay	Combat Crosshair	Combat Crosshair	toggle	enableCombatCrosshair		ApplyGameplay	gameplay.enableCombatCrosshair	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	300	SectionColumns	gameplay	Crosshair: color by melee range to target (green=in range, red=out)	Combat Crosshair	toggle	enableCombatCrosshairMeleeRangeColor		ApplyGameplay	gameplay.enableCombatCrosshairMeleeRangeColor	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	303	SectionColumns	gameplay	Choose spell ID or name	Combat Crosshair	textinput			ApplyGameplay	set_crosshair_melee_spell|gameplay.nameplateMeleeSpellID	registered	Matched crosshair spell input to Assistant spell action and backing setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	306	SectionColumns	gameplay	Store per class	Combat Crosshair	toggle	meleeSpellPerClass		ApplyGameplay	gameplay.meleeSpellPerClass	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	310	SectionColumns	gameplay	Store per spec	Combat Crosshair	toggle	meleeSpellPerSpec		ApplyGameplay	gameplay.meleeSpellPerSpec	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	317	SectionColumns	gameplay	Crosshair thickness	Combat Crosshair	slider	crosshairThickness	min=1;max=12;step=1	ApplyGameplay	gameplay.crosshairThickness	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	318	SectionColumns	gameplay	Crosshair size	Combat Crosshair	slider	crosshairSize	min=20;max=120;step=2	ApplyGameplay	gameplay.crosshairSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	324	SectionColumns	gameplay	Combat Crosshair	Combat Crosshair	toggle	enableCombatCrosshair		ApplyGameplay	gameplay.enableCombatCrosshair	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	325	SectionColumns	gameplay	Crosshair: color by melee range to target (green=in range, red=out)	Combat Crosshair	toggle	enableCombatCrosshairMeleeRangeColor		ApplyGameplay	gameplay.enableCombatCrosshairMeleeRangeColor	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	328	SectionColumns	gameplay	Choose spell ID or name	Combat Crosshair	textinput			ApplyGameplay	set_crosshair_melee_spell|gameplay.nameplateMeleeSpellID	registered	Matched crosshair spell input to Assistant spell action and backing setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	331	SectionColumns	gameplay	Store per class	Combat Crosshair	toggle	meleeSpellPerClass		ApplyGameplay	gameplay.meleeSpellPerClass	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	335	SectionColumns	gameplay	Store per spec	Combat Crosshair	toggle	meleeSpellPerSpec		ApplyGameplay	gameplay.meleeSpellPerSpec	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	342	SectionColumns	gameplay	Crosshair thickness	Combat Crosshair	slider	crosshairThickness	min=1;max=12;step=1	ApplyGameplay	gameplay.crosshairThickness	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedGameplay.lua	343	SectionColumns	gameplay	Crosshair size	Combat Crosshair	slider	crosshairSize	min=20;max=120;step=2	ApplyGameplay	gameplay.crosshairSize	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	268	AddProfileTooltip	profiles,modules	Active profile	Profile Management	dropdown		{}	RequestGeneralApply|Refresh	switch_profile	registered	Matched active-profile dropdown to profile switch action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	288	RefreshProfileValues	profiles,modules	Profile name for create/copy	Profile Management	textinput				set_menu_selector_state	registered	Matched profile create/copy name staging input to Assistant menu selector state action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	295	RefreshProfileValues	profiles,modules	Create profile	Profile Management	button			Refresh	create_profile	registered	Matched Assistant action by label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	308	RefreshProfileValues	profiles,modules	Copy current to name	Profile Management	button			Refresh	copy_profile	registered	Matched profile copy action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	321	RefreshProfileValues	profiles,modules	Reset current profile	Profile Management	button			Refresh	reset_profile	registered	Matched active-profile reset action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	337	RefreshProfileValues	profiles,modules	Delete current profile	Profile Management	button			Refresh	delete_profile	registered	Matched profile delete action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	367	RefreshProfileValues	profiles,modules	Auto-switch profile by specialization	Spec Profiles	toggle			Refresh	profiles.specAutoSwitch	registered	Matched profile spec auto-switch setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	386	RefreshProfileValues	profiles,modules	<dynamic:s.name>	Spec Profiles	dropdown		function() return ProfileValues(true) end	Refresh	set_spec_profile|clear_spec_profile	registered	Matched dynamic specialization profile assignment actions.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	407	RefreshProfileValues	profiles,modules	Export kind	Export / Import	dropdown		{		set_menu_selector_state	registered	Matched profile export-kind staging dropdown to Assistant menu selector state action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	424	RefreshProfileValues	profiles,modules	Profile string	Export / Import	textinput				set_menu_selector_state|export_profile|import_profile_string|import_profile_string_new|import_legacy_profile_string	registered	Matched profile-string staging input/output to Assistant staging plus export/import actions.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	430	RefreshProfileValues	profiles,modules	Export	Export / Import	button				export_profile	registered	Matched profile export action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	447	RefreshProfileValues	profiles,modules	Import to current profile	Export / Import	button				import_profile_string	registered	Matched active-profile import action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	449	RefreshProfileValues	profiles,modules	Import and create new profile	Export / Import	toggle				set_menu_selector_state	registered	Matched new-profile import mode toggle to Assistant menu selector state action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	451	RefreshProfileValues	profiles,modules	New profile name	Export / Import	textinput			Refresh	set_menu_selector_state	registered	Matched new-profile import name staging input to Assistant menu selector state action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	575	ImportIntoNewProfile	profiles,modules	Import Legacy	Export / Import	button			RequestGeneralApply|Refresh	import_legacy_profile_string	registered	Matched legacy profile import action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	591	ImportIntoNewProfile	profiles,modules	Browse Wago Profiles	Export / Import	button				copy_wago_profiles_link	registered	Matched Wago profile link action.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	633	BuildModules	profiles,modules	MSUF Style	Style	toggle				general.styleEnabled	registered	Matched Assistant setting by DB key or label/alias.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_AdvancedProfiles.lua	648	BuildModules	profiles,modules	Dropdown style	Style	dropdown		{		general.dropdownStyleMode	registered	Matched dropdown style setting.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	101	ActionButton	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	<dynamic:label>	ActionButton	button					unmapped	No Assistant registry key was matched by exact DB key or label.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	144	BindSwitch	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	<dynamic:x>	BindSwitch	toggle	SwitchAt				unmapped	Helper callsite control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	152	BindToggle	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	<dynamic:x>	BindToggle	toggle	ToggleAt				unmapped	Helper callsite control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	334	NavButton	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	<dynamic:LanePlural(kind)>	NavButton	button					unmapped	No Assistant registry key was matched by exact DB key or label.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	838	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Anchor	WriteScopeNumber	dropdown	bBind		ApplyUnit		unmapped	Helper-created control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	851	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Text Size	WriteScopeNumber	slider	bBind		ApplyUnit	bars.classPowerFontSize|general.fontSize	partial	Multiple Assistant settings match; needs explicit one-to-one mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	858	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	X	WriteScopeNumber	slider	bBind		ApplyUnit		unmapped	Helper-created control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	864	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Y	WriteScopeNumber	slider	bBind		ApplyUnit		unmapped	Helper-created control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	872	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Text Size	WriteScopeNumber	slider	bBind		ApplyUnit	bars.classPowerFontSize|general.fontSize	partial	Multiple Assistant settings match; needs explicit one-to-one mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	878	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	X	WriteScopeNumber	slider	bBind		ApplyUnit		unmapped	Helper-created control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	884	WriteScopeNumber	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Y	WriteScopeNumber	slider	bBind		ApplyUnit|Refresh		unmapped	Helper-created control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	915	BuildGroupStyle	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Cooldown Font	BuildGroupStyle	slider	cooldownSize			gf_party.auras.buff.cooldownSize|gf_party.auras.debuff.cooldownSize|gf_raid.auras.buff.cooldownSize|gf_raid.auras.debuff.cooldownSize|gf_mythicraid.auras.buff.cooldownSize|gf_mythicraid.auras.debuff.cooldownSize	registered	Matched page-scoped Assistant settings by DB key and control type.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	916	BuildGroupStyle	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Cooldown Anchor	BuildGroupStyle	dropdown	cooldownAnchor				unmapped	Helper-created control; static audit could not prove registry mapping.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	917	BuildGroupStyle	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Stack Font	BuildGroupStyle	slider	stackSize			gf_party.auras.buff.stackSize|gf_party.auras.debuff.stackSize|gf_raid.auras.buff.stackSize|gf_raid.auras.debuff.stackSize|gf_mythicraid.auras.buff.stackSize|gf_mythicraid.auras.debuff.stackSize	registered	Matched page-scoped Assistant settings by DB key and control type.
MidnightSimpleUnitFrames/Shell/Menu2/Pages/MSUF_Menu2_Auras.lua	975	RefreshColorSamples	auras3,auras3_buffs,auras3_debuffs,auras3_rendering,auras3_styling,auras3_filters	Safe	RefreshColorSamples	color	bBind		Refresh		unmapped	Helper-created control; static audit could not prove registry mapping.
